,time,v_(i-1),x_(i-1),x_i0,s_i0,s_imin0,v_i0,x_i1,s_i1,s_imin1,v_i1,x_i2,s_i2,s_imin2,v_i2,x_i3,s_i3,s_imin3,v_i3,x_i4,s_i4,s_imin4,v_i4,x_i5,s_i5,s_imin5,v_i5,x_i6,s_i6,s_imin6,v_i6,x_i7,s_i7,s_imin7,v_i7,x_i8,s_i8,s_imin8,v_i8,x_i9,s_i9,s_imin9,v_i9
374,374.0,36.0,7664.0,7264,394,46,30,7218,46,46,30,7160,58,46,30,7094,66,46,30,7006,88,46,30,6918,88,46,30,6830,88,46,30,6742,88,46,30,6654,88,46,30,6566,88,46,30
375,375.0,36.0,7700.0,7294,400,46,30,7248,46,46,30,7190,58,46,30,7124,66,46,30,7036,88,46,30,6948,88,46,30,6860,88,46,30,6772,88,46,30,6684,88,46,30,6596,88,46,30
376,376.0,36.0,7736.0,7324,406,46,30,7278,46,46,30,7220,58,46,30,7154,66,46,30,7066,88,46,30,6978,88,46,30,6890,88,46,30,6802,88,46,30,6714,88,46,30,6626,88,46,30
377,377.0,36.0,7772.0,7354,412,46,30,7308,46,46,30,7250,58,46,30,7184,66,46,30,7096,88,46,30,7008,88,46,30,6920,88,46,30,6832,88,46,30,6744,88,46,30,6656,88,46,30
378,378.0,36.0,7808.0,7384,418,46,30,7338,46,46,30,7280,58,46,30,7214,66,46,30,7126,88,46,30,7038,88,46,30,6950,88,46,30,6862,88,46,30,6774,88,46,30,6686,88,46,30
379,379.0,36.0,7844.0,7414,424,46,30,7368,46,46,30,7310,58,46,30,7244,66,46,30,7156,88,46,30,7068,88,46,30,6980,88,46,30,6892,88,46,30,6804,88,46,30,6716,88,46,30
380,380.0,36.0,7880.0,7444,430,46,30,7398,46,46,30,7340,58,46,30,7274,66,46,30,7186,88,46,30,7098,88,46,30,7010,88,46,30,6922,88,46,30,6834,88,46,30,6746,88,46,30
381,381.0,36.0,7916.0,7474,436,46,30,7428,46,46,30,7370,58,46,30,7304,66,46,30,7216,88,46,30,7128,88,46,30,7040,88,46,30,6952,88,46,30,6864,88,46,30,6776,88,46,30
382,382.0,36.0,7952.0,7504,442,46,30,7458,46,46,30,7400,58,46,30,7334,66,46,30,7246,88,46,30,7158,88,46,30,7070,88,46,30,6982,88,46,30,6894,88,46,30,6806,88,46,30
383,383.0,36.0,7988.0,7534,448,46,30,7488,46,46,30,7430,58,46,30,7364,66,46,30,7276,88,46,30,7188,88,46,30,7100,88,46,30,7012,88,46,30,6924,88,46,30,6836,88,46,30
384,384.0,36.0,8024.0,7564,454,46,30,7518,46,46,30,7460,58,46,30,7394,66,46,30,7306,88,46,30,7218,88,46,30,7130,88,46,30,7042,88,46,30,6954,88,46,30,6866,88,46,30
385,385.0,36.0,8060.0,7594,460,46,30,7548,46,46,30,7490,58,46,30,7424,66,46,30,7336,88,46,30,7248,88,46,30,7160,88,46,30,7072,88,46,30,6984,88,46,30,6896,88,46,30
386,386.0,36.0,8096.0,7624,466,46,30,7578,46,46,30,7520,58,46,30,7454,66,46,30,7366,88,46,30,7278,88,46,30,7190,88,46,30,7102,88,46,30,7014,88,46,30,6926,88,46,30
387,387.0,36.0,8132.0,7654,472,46,30,7608,46,46,30,7550,58,46,30,7484,66,46,30,7396,88,46,30,7308,88,46,30,7220,88,46,30,7132,88,46,30,7044,88,46,30,6956,88,46,30
388,388.0,36.0,8168.0,7684,478,46,30,7638,46,46,30,7580,58,46,30,7514,66,46,30,7426,88,46,30,7338,88,46,30,7250,88,46,30,7162,88,46,30,7074,88,46,30,6986,88,46,30
389,389.0,36.0,8204.0,7714,484,46,30,7668,46,46,30,7610,58,46,30,7544,66,46,30,7456,88,46,30,7368,88,46,30,7280,88,46,30,7192,88,46,30,7104,88,46,30,7016,88,46,30
390,390.0,36.0,8240.0,7744,490,46,30,7698,46,46,30,7640,58,46,30,7574,66,46,30,7486,88,46,30,7398,88,46,30,7310,88,46,30,7222,88,46,30,7134,88,46,30,7046,88,46,30
391,391.0,36.0,8276.0,7774,496,46,30,7728,46,46,30,7670,58,46,30,7604,66,46,30,7516,88,46,30,7428,88,46,30,7340,88,46,30,7252,88,46,30,7164,88,46,30,7076,88,46,30
392,392.0,36.0,8312.0,7804,502,46,30,7758,46,46,30,7700,58,46,30,7634,66,46,30,7546,88,46,30,7458,88,46,30,7370,88,46,30,7282,88,46,30,7194,88,46,30,7106,88,46,30
393,393.0,36.0,8348.0,7834,508,46,30,7788,46,46,30,7730,58,46,30,7664,66,46,30,7576,88,46,30,7488,88,46,30,7400,88,46,30,7312,88,46,30,7224,88,46,30,7136,88,46,30
394,394.0,36.0,8384.0,7864,514,46,30,7818,46,46,30,7760,58,46,30,7694,66,46,30,7606,88,46,30,7518,88,46,30,7430,88,46,30,7342,88,46,30,7254,88,46,30,7166,88,46,30
395,395.0,36.0,8420.0,7894,520,46,30,7848,46,46,30,7790,58,46,30,7724,66,46,30,7636,88,46,30,7548,88,46,30,7460,88,46,30,7372,88,46,30,7284,88,46,30,7196,88,46,30
396,396.0,36.0,8456.0,7924,526,46,30,7878,46,46,30,7820,58,46,30,7754,66,46,30,7666,88,46,30,7578,88,46,30,7490,88,46,30,7402,88,46,30,7314,88,46,30,7226,88,46,30
397,397.0,36.0,8492.0,7954,532,46,30,7908,46,46,30,7850,58,46,30,7784,66,46,30,7696,88,46,30,7608,88,46,30,7520,88,46,30,7432,88,46,30,7344,88,46,30,7256,88,46,30
398,398.0,36.0,8528.0,7984,538,46,30,7938,46,46,30,7880,58,46,30,7814,66,46,30,7726,88,46,30,7638,88,46,30,7550,88,46,30,7462,88,46,30,7374,88,46,30,7286,88,46,30
399,399.0,36.0,8564.0,8014,544,46,30,7968,46,46,30,7910,58,46,30,7844,66,46,30,7756,88,46,30,7668,88,46,30,7580,88,46,30,7492,88,46,30,7404,88,46,30,7316,88,46,30
400,400.0,33.0,8597.0,8044,550,46,30,7998,46,46,30,7940,58,46,30,7874,66,46,30,7786,88,46,30,7698,88,46,30,7610,88,46,30,7522,88,46,30,7434,88,46,30,7346,88,46,30
401,401.0,30.0,8627.0,8074,553,46,30,8028,46,46,30,7970,58,46,30,7904,66,46,30,7816,88,46,30,7728,88,46,30,7640,88,46,30,7552,88,46,30,7464,88,46,30,7376,88,46,30
402,402.0,27.0,8654.0,8104,553,46,30,8058,46,46,30,8000,58,46,30,7934,66,46,30,7846,88,46,30,7758,88,46,30,7670,88,46,30,7582,88,46,30,7494,88,46,30,7406,88,46,30
403,403.0,24.0,8678.0,8134,550,46,30,8088,46,46,30,8030,58,46,30,7964,66,46,30,7876,88,46,30,7788,88,46,30,7700,88,46,30,7612,88,46,30,7524,88,46,30,7436,88,46,30
404,404.0,21.0,8699.0,8164,544,46,30,8118,46,46,30,8060,58,46,30,7994,66,46,30,7906,88,46,30,7818,88,46,30,7730,88,46,30,7642,88,46,30,7554,88,46,30,7466,88,46,30
405,405.0,18.0,8717.0,8194,535,46,30,8148,46,46,30,8090,58,46,30,8024,66,46,30,7936,88,46,30,7848,88,46,30,7760,88,46,30,7672,88,46,30,7584,88,46,30,7496,88,46,30
406,406.0,15.0,8732.0,8224,523,46,30,8178,46,46,30,8120,58,46,30,8054,66,46,30,7966,88,46,30,7878,88,46,30,7790,88,46,30,7702,88,46,30,7614,88,46,30,7526,88,46,30
407,407.0,12.0,8744.0,8254,508,46,30,8208,46,46,30,8150,58,46,30,8084,66,46,30,7996,88,46,30,7908,88,46,30,7820,88,46,30,7732,88,46,30,7644,88,46,30,7556,88,46,30
408,408.0,9.0,8753.0,8284,490,46,30,8238,46,46,30,8180,58,46,30,8114,66,46,30,8026,88,46,30,7938,88,46,30,7850,88,46,30,7762,88,46,30,7674,88,46,30,7586,88,46,30
409,409.0,6.0,8759.0,8314,469,46,30,8268,46,46,30,8210,58,46,30,8144,66,46,30,8056,88,46,30,7968,88,46,30,7880,88,46,30,7792,88,46,30,7704,88,46,30,7616,88,46,30
410,410.0,3.0,8762.0,8344,445,46,30,8298,46,46,30,8240,58,46,30,8174,66,46,30,8086,88,46,30,7998,88,46,30,7910,88,46,30,7822,88,46,30,7734,88,46,30,7646,88,46,30
411,411.0,0.0,8762.0,8374,418,46,30,8328,46,46,30,8270,58,46,30,8204,66,46,30,8116,88,46,30,8028,88,46,30,7940,88,46,30,7852,88,46,30,7764,88,46,30,7676,88,46,30
412,412.0,0.0,8762.0,8404,388,46,30,8358,46,46,30,8300,58,46,30,8234,66,46,30,8146,88,46,30,8058,88,46,30,7970,88,46,30,7882,88,46,30,7794,88,46,30,7706,88,46,30
413,413.0,0.0,8762.0,8434,358,46,30,8388,46,46,30,8330,58,46,30,8264,66,46,30,8176,88,46,30,8088,88,46,30,8000,88,46,30,7912,88,46,30,7824,88,46,30,7736,88,46,30
414,414.0,0.0,8762.0,8464,328,46,30,8418,46,46,30,8360,58,46,30,8294,66,46,30,8206,88,46,30,8118,88,46,30,8030,88,46,30,7942,88,46,30,7854,88,46,30,7766,88,46,30
415,415.0,0.0,8762.0,8494,298,46,30,8448,46,46,30,8390,58,46,30,8324,66,46,30,8236,88,46,30,8148,88,46,30,8060,88,46,30,7972,88,46,30,7884,88,46,30,7796,88,46,30
416,416.0,0.0,8762.0,8524,268,46,30,8478,46,46,30,8420,58,46,30,8354,66,46,30,8266,88,46,30,8178,88,46,30,8090,88,46,30,8002,88,46,30,7914,88,46,30,7826,88,46,30
417,417.0,0.0,8762.0,8554,238,46,30,8508,46,46,30,8450,58,46,30,8384,66,46,30,8296,88,46,30,8208,88,46,30,8120,88,46,30,8032,88,46,30,7944,88,46,30,7856,88,46,30
418,418.0,0.0,8762.0,8584,208,46,30,8538,46,46,30,8480,58,46,30,8414,66,46,30,8326,88,46,30,8238,88,46,30,8150,88,46,30,8062,88,46,30,7974,88,46,30,7886,88,46,30
419,419.0,0.0,8762.0,8614,178,46,30,8568,46,46,30,8510,58,46,30,8444,66,46,30,8356,88,46,30,8268,88,46,30,8180,88,46,30,8092,88,46,30,8004,88,46,30,7916,88,46,30
420,420.0,0.0,8762.0,8644,148,46,30,8598,46,46,30,8540,58,46,30,8474,66,46,30,8386,88,46,30,8298,88,46,30,8210,88,46,30,8122,88,46,30,8034,88,46,30,7946,88,46,30
421,421.0,0.0,8762.0,8674,118,46,30,8628,46,46,30,8570,58,46,30,8504,66,46,30,8416,88,46,30,8328,88,46,30,8240,88,46,30,8152,88,46,30,8064,88,46,30,7976,88,46,30
422,422.0,0.0,8762.0,8704,88,46,30,8658,46,46,30,8600,58,46,30,8534,66,46,30,8446,88,46,30,8358,88,46,30,8270,88,46,30,8182,88,46,30,8094,88,46,30,8006,88,46,30
423,423.0,0.0,8762.0,8734,58,46,30,8688,46,46,30,8630,58,46,30,8564,66,46,30,8476,88,46,30,8388,88,46,30,8300,88,46,30,8212,88,46,30,8124,88,46,30,8036,88,46,30
424,424.0,0.0,8762.0,8758,28,46,24,8718,46,46,30,8660,58,46,30,8594,66,46,30,8506,88,46,30,8418,88,46,30,8330,88,46,30,8242,88,46,30,8154,88,46,30,8066,88,46,30
425,425.0,0.0,8762.0,8776,4,38,18,8742,40,46,24,8690,58,46,30,8624,66,46,30,8536,88,46,30,8448,88,46,30,8360,88,46,30,8272,88,46,30,8184,88,46,30,8096,88,46,30
426,426.0,0.0,8762.0,8788,-14,30,12,8760,34,38,18,8720,52,46,30,8654,66,46,30,8566,88,46,30,8478,88,46,30,8390,88,46,30,8302,88,46,30,8214,88,46,30,8126,88,46,30
427,427.0,0.0,8762.0,8794,-26,22,6,8772,28,30,12,8744,40,46,24,8684,66,46,30,8596,88,46,30,8508,88,46,30,8420,88,46,30,8332,88,46,30,8244,88,46,30,8156,88,46,30
428,428.0,0.0,8762.0,8794,-32,14,0,8788,22,22,16,8762,28,38,18,8714,60,46,30,8626,88,46,30,8538,88,46,30,8450,88,46,30,8362,88,46,30,8274,88,46,30,8186,88,46,30
429,429.0,0.0,8762.0,8794,-32,6,0,8798,6,27,10,8774,26,30,12,8744,48,46,30,8656,88,46,30,8568,88,46,30,8480,88,46,30,8392,88,46,30,8304,88,46,30,8216,88,46,30
430,430.0,0.0,8762.0,8794,-32,6,0,8802,-4,19,4,8790,24,22,16,8768,30,46,24,8686,88,46,30,8598,88,46,30,8510,88,46,30,8422,88,46,30,8334,88,46,30,8246,88,46,30
431,431.0,0.0,8762.0,8794,-32,6,0,8802,-8,11,0,8800,12,27,10,8786,22,38,18,8716,82,46,30,8628,88,46,30,8540,88,46,30,8452,88,46,30,8364,88,46,30,8276,88,46,30
432,432.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,2,19,4,8798,14,30,12,8746,70,46,30,8658,88,46,30,8570,88,46,30,8482,88,46,30,8394,88,46,30,8306,88,46,30
433,433.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,11,0,8804,6,22,6,8776,52,46,30,8688,88,46,30,8600,88,46,30,8512,88,46,30,8424,88,46,30,8336,88,46,30
434,434.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,14,0,8800,28,46,24,8718,88,46,30,8630,88,46,30,8542,88,46,30,8454,88,46,30,8366,88,46,30
435,435.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8818,4,38,18,8748,82,46,30,8660,88,46,30,8572,88,46,30,8484,88,46,30,8396,88,46,30
436,436.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8830,-14,30,12,8778,70,46,30,8690,88,46,30,8602,88,46,30,8514,88,46,30,8426,88,46,30
437,437.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-26,22,6,8808,52,46,30,8720,88,46,30,8632,88,46,30,8544,88,46,30,8456,88,46,30
438,438.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,14,0,8832,28,46,24,8750,88,46,30,8662,88,46,30,8574,88,46,30,8486,88,46,30
439,439.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8850,4,38,18,8780,82,46,30,8692,88,46,30,8604,88,46,30,8516,88,46,30
440,440.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8862,-14,30,12,8810,70,46,30,8722,88,46,30,8634,88,46,30,8546,88,46,30
441,441.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-26,22,6,8840,52,46,30,8752,88,46,30,8664,88,46,30,8576,88,46,30
442,442.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,14,0,8864,28,46,24,8782,88,46,30,8694,88,46,30,8606,88,46,30
443,443.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8882,4,38,18,8812,82,46,30,8724,88,46,30,8636,88,46,30
444,444.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8894,-14,30,12,8842,70,46,30,8754,88,46,30,8666,88,46,30
445,445.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-26,22,6,8872,52,46,30,8784,88,46,30,8696,88,46,30
446,446.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,14,0,8896,28,46,24,8814,88,46,30,8726,88,46,30
447,447.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8914,4,38,18,8844,82,46,30,8756,88,46,30
448,448.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8926,-14,30,12,8874,70,46,30,8786,88,46,30
449,449.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-26,22,6,8904,52,46,30,8816,88,46,30
450,450.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,14,0,8928,28,46,24,8846,88,46,30
451,451.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8946,4,38,18,8876,82,46,30
452,452.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8958,-14,30,12,8906,70,46,30
453,453.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-26,22,6,8936,52,46,30
454,454.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,14,0,8960,28,46,24
455,455.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8978,4,38,18
456,456.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8990,-14,30,12
457,457.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-26,22,6
458,458.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,14,0
459,459.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
460,460.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
461,461.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
462,462.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
463,463.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
464,464.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
465,465.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
466,466.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
467,467.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
468,468.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
469,469.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
470,470.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
471,471.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
472,472.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
473,473.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
474,474.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
475,475.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
476,476.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
477,477.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
478,478.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
479,479.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
480,480.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
481,481.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
482,482.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
483,483.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
484,484.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
485,485.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
486,486.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
487,487.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
488,488.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
489,489.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
490,490.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
491,491.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
492,492.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
493,493.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
494,494.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
495,495.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
496,496.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
497,497.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
498,498.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
499,499.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
500,500.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
